Unique Skill Weapon,Name,AtkId,Phys MV,Magic MV,Fire MV,Ltng MV,Holy MV,Stam Dmg MV,Status MV,Weapon Buff MV,Poise Dmg MV,Atk Repel MV,StaminaCost,PhysAtkAttribute,Shield Chip,disableGuard,DamageLevel,dmgLevel_vsPlayer,ignoreDmgCount,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AtkStam,AtkSuperArmor,isAddBaseAtk,overwriteAttackElementCorrectId,isDisableBothHandsAtkBonus,IsArrowAtk,subCategory1,subCategory2,subCategory3,subCategory4,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,PvP Dmg Mult,PvP Stam Dmg Mult,PvP Poise Dmg Mult
Reduvia,Reduvia Blood Blade #2,300104905,55,55,55,55,55,100,100,100,55,500,0,Slash,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,6402,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #2 - Bullet,300104906,143,143,143,143,143,145,0,0,100,500,22,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,-1,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #3,300104910,55,55,55,55,55,100,100,100,55,500,0,Slash,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,6402,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #3 - Bullet,300104911,143,143,143,143,143,145,0,0,100,500,22,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,-1,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #1 (Lacking FP),300104902,100,100,100,100,100,100,100,100,100,500,22,Slash,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,-1,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #2 (Lacking FP),300104907,100,100,100,100,100,100,100,100,100,500,22,Slash,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,-1,-1,-1,-1,0.8,1.25,2.7
Reduvia,Reduvia Blood Blade #3 (Lacking FP),300104912,100,100,100,100,100,100,100,100,100,500,22,Slash,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Blood Oath / Dynastic Skill,-,6902,-1,-1,-1,-1,0.8,1.25,2.7
Blade of Calling,Blade of Gold - Bullet,300116900,0,0,0,0,0,0,0,0,0,0,37,Standard,0,FALSE,7,0,FALSE,0,0,0,0,145,300,10,TRUE,-1,TRUE,FALSE,-,Weapon Skill,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Blade of Calling,Blade of Gold (Lacking FP),300116905,140,140,140,140,140,200,100,100,600,500,37,Slash,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,Weapon Skill,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Black Knife,Blade of Death - Bullet,300101900,0,0,0,0,0,0,0,0,0,0,39,Slash,0,FALSE,3,0,FALSE,0,0,0,0,180,300,10,TRUE,-1,TRUE,FALSE,-,Weapon Skill,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Black Knife,Blade of Death (Lacking FP),300101905,140,140,140,140,140,200,100,100,600,500,39,Slash,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,Weapon Skill,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering R2 (Right),303401000,105,105,105,105,105,100,100,100,100,100,9,Pierce,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,1665,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering R2 (Left),303401001,105,105,105,105,105,100,100,100,100,100,9,Pierce,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,-1,1667,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 - 2x (Right),303401005,45,45,45,45,45,40,100,100,60,100,2,Pierce,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,1665,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 - 1x (Left),303401006,45,45,45,45,45,40,100,100,60,100,2,Pierce,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,-1,1667,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 (Right),303401000,105,105,105,105,105,100,100,100,100,100,9,Pierce,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,1665,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering (Partial) Charged R2 (Left),303401001,105,105,105,105,105,100,100,100,100,100,9,Pierce,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,-1,1667,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering Charged R2 - 5x (Right),303401005,45,45,45,45,45,40,100,100,60,100,2,Pierce,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,1665,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering Charged R2 - 5x (Left),303401006,45,45,45,45,45,40,100,100,60,100,2,Pierce,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,-1,1667,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering Charged R2 - Final (Right),303401007,125,125,125,125,125,100,100,100,200,100,9,Pierce,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,1665,-1,0.8,1.25,2.7
Ornamental Straight Sword,Golden Tempering Charged R2 - Final (Left),303401008,125,125,125,125,125,100,100,100,200,100,9,Pierce,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,-,-,-,-,6903,-1,-1,-1,1667,0.8,1.25,2.7
Sword of St. Trina,Mists of Slumber,300208910,160,160,160,160,160,120,100,100,130,100,37,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of St. Trina,Mists of Slumber (Lacking FP),300208912,100,100,100,100,100,100,100,100,100,100,37,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Velvet Sword of St. Trina,Mists of Eternal Sleep,700000401,160,160,160,160,160,120,100,100,130,100,38,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Velvet Sword of St. Trina,Mists of Eternal Sleep (Lacking FP),700000402,100,100,100,100,100,100,100,100,100,100,38,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [1],300208921,35,35,35,35,35,35,50,50,300,500,10,Pierce,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [2],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [3],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [4],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [5],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [6],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [7],300208920,35,35,35,35,35,35,50,50,15,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [8],300208922,82,82,82,82,82,82,50,50,40,500,0,Slash,0,FALSE,3,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade [9],300208923,95,95,95,95,95,95,100,100,40,500,10,Slash,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,Dancing Attack,-,6904,-1,-1,1665,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [1],300208925,40,40,40,40,40,40,50,50,300,500,12,Pierce,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [2],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [3],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [4],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [5],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [6],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [7],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [8],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [9],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [10],300208924,40,40,40,40,40,40,50,50,30,500,0,Slash,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [11],300208926,100,100,100,100,100,100,50,50,40,500,0,Slash,0,FALSE,7,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6906,-1,-1,-1,-1,0.8,1.25,2.7
Regalia of Eochaid,Eochaid's Dancing Blade Charged [12],300208927,100,100,100,100,100,100,100,100,100,500,12,Slash,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Charged Weapon Skill,Weapon Skill,Dancing Attack,-,6904,-1,-1,1665,-1,0.8,1.25,2.7
Coded Sword,Unblockable Blade,303400200,250,250,250,250,250,250,0,0,600,999,29,Standard,0,TRUE,3,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6906,-1,-1,1665,1667,0.8,1.25,2.7
Coded Sword,Unblockable Blade (Lacking FP),303400201,140,140,140,140,140,200,100,100,200,999,29,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6904,-1,-1,1665,1667,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1,300214900,0,0,0,0,0,100,100,100,100,500,0,Pierce,0,FALSE,0,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 [1] - Bullet (Beam - Point Blank),300214909,0,108,0,0,0,170,100,100,100,500,0,Standard,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 5x),300214905,0,0,0,0,0,170,100,100,100,500,46,Standard,0,FALSE,2,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 [2] - Bullet (Beam Loop 2x),300214907,0,162,0,0,0,150,100,100,65,500,0,Standard,0,FALSE,0,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 [3] - Bullet (Beam Loop 4x),300214906,0,162,0,0,0,150,100,100,65,500,0,Standard,0,FALSE,1,0,TRUE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 [4] - Bullet (Beam Final Hit),300214908,0,194,0,0,0,170,100,100,100,500,0,Standard,0,FALSE,7,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R1 (Lacking FP),300214910,110,110,110,110,110,100,100,100,100,500,25,Pierce,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R2,300214920,0,0,0,0,0,100,100,100,100,500,46,Standard,0,FALSE,0,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R2 - Bullet (Fire),300214925,0,0,800,0,0,200,100,100,200,500,0,Standard,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R2 - Bullet (Fire),300214926,0,0,800,0,0,200,100,100,200,500,0,Standard,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Night and Flame,Night-and-Flame Stance R2 (Lacking FP),300214930,120,120,120,120,120,100,100,100,100,500,25,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Light,Light - Bullet,600000880,0,0,0,0,0,0,100,100,0,500,3,Standard,0,FALSE,3,0,FALSE,0,0,0,0,61,30,5,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Sword of Darkness,Darkness - Bullet,600000890,0,0,0,0,0,0,100,100,0,100,30,Standard,0,FALSE,11,0,FALSE,0,0,0,0,310,80,20,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6903,-1,-1,-1,-1,0.8,1.25,2.7
Leda's Sword,Needle Piercer,600000500,78,78,78,78,78,100,100,100,150,500,36,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6904,-1,-1,1665,-1,0.8,1.25,2.7
Leda's Sword,Needle Piercer - Bullet (10x),600000501,38,38,38,38,38,25,100,100,20,500,36,Pierce,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Leda's Sword,Needle Piercer (Lacking FP),600000502,100,100,100,100,100,100,100,100,100,100,36,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,6904,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1],700000155,50,50,0,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2],700000156,51,51,0,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1],700000157,52,52,0,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2],700000158,53,53,0,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #3,700000159,55,55,0,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1] - Bullet,700000150,0,200,0,0,0,100,0,0,50,0,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2] - Bullet,700000151,0,200,0,0,0,100,0,0,50,0,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1] - Bullet,700000152,0,200,0,0,0,100,0,0,50,0,10,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2] - Bullet,700000153,0,200,0,0,0,100,0,0,50,0,10,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #3 - Bullet,700000154,0,300,0,0,0,100,0,0,100,0,10,Standard,0,FALSE,3,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [1],700000175,25,0,25,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [2],700000176,25,0,25,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [3],700000177,25,0,25,0,0,100,100,100,50,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [1] - Bullet,700000170,0,0,220,0,0,100,0,0,100,0,5,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [2] - Bullet,700000171,0,0,226,0,0,100,0,0,100,0,5,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [3] - Bullet,700000172,0,0,250,0,0,100,0,0,100,0,5,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 - Bullet (Fire Pillars),700000173,0,0,120,0,0,100,0,0,100,0,5,Standard,0,FALSE,2,0,FALSE,0,0,0,0,0,0,0,TRUE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,-1,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [1] (Lacking FP),700000160,100,100,0,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #1 [2] (Lacking FP),700000161,101,101,0,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [1] (Lacking FP),700000162,102,102,0,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #2 [2] (Lacking FP),700000163,103,103,0,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R1 #3 (Lacking FP),700000164,110,110,0,0,0,100,100,100,200,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [1] (Lacking FP),700000180,55,0,55,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [2] (Lacking FP),700000181,55,0,55,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
Rellana's Twin Blades,Moon-and-Fire Stance R2 [3] (Lacking FP),700000182,55,0,55,0,0,100,100,100,100,500,10,Standard,0,FALSE,1,0,FALSE,0,0,0,0,0,0,0,FALSE,-1,TRUE,FALSE,Weapon Skill,-,-,-,-1,-1,-1,1665,-1,0.8,1.25,2.7
